,SNR_level,vols,GBS,IBS,group_label_acc,gsm_acc,ism_gsm_corrmean,ism_gsm_corrstd
0,0.3_noise_3,400,30,30,0.9679184398894053,0.968356767705147,0.9578596663133127,0.0023065633059984663
0,0.3_noise_3,400,30,60,0.9679184398894053,0.968356767705147,0.957775631472132,0.002416599253411895
0,0.3_noise_3,400,30,100,0.9679184398894053,0.968356767705147,0.9578649031099455,0.0023396647112879088
0,0.3_noise_3,400,60,1,0.9679184398894053,0.9683042466480655,0.9419184741342475,0.03942173508011577
0,0.3_noise_3,400,60,10,0.9679184398894053,0.9683305046631543,0.9574413057221886,0.002408571341666225
0,0.3_noise_3,400,60,30,0.9679184398894053,0.968356767705147,0.9578596663133127,0.0023065633059984663
0,0.3_noise_3,400,60,60,0.9679184398894053,0.968356767705147,0.957775631472132,0.002416599253411895
0,0.3_noise_3,400,60,100,0.9679184398894053,0.968356767705147,0.9578649031099455,0.0023396647112879088
0,0.3_noise_3,400,100,1,0.9679184398894053,0.9683081739421457,0.9420135806717382,0.03943070720859817
0,0.3_noise_3,400,100,10,0.9679184398894053,0.9683112205689322,0.9575173869238063,0.00243276657190996
0,0.3_noise_3,400,100,30,0.9679184398894053,0.9682785064794046,0.9579777594244014,0.002210790562302279
0,0.3_noise_3,400,100,60,0.9679184398894053,0.968356767705147,0.957775631472132,0.002416599253411895
0,0.3_noise_3,400,100,100,0.9679184398894053,0.9683486340451756,0.9579054530435462,0.0023850684973202433
0,0.3_noise_2,400,1,1,0.9679184398894053,0.968356767705147,0.9545389628971079,0.040014068355867294
0,0.3_noise_2,400,1,10,0.9679184398894053,0.968356767705147,0.9568661491191455,0.033349373302626606
0,0.3_noise_2,400,1,30,0.9679184398894053,0.968356767705147,0.9634111683501445,0.013781879460433586
0,0.3_noise_2,400,1,60,0.9679184398894053,0.968356767705147,0.963674262010343,0.013003039840201666
0,0.3_noise_2,400,1,100,0.9679184398894053,0.968356767705147,0.9647799423864931,0.009835949396421509
0,0.3_noise_2,400,10,1,0.9679184398894053,0.968356767705147,0.9545389628971079,0.040014068355867294
0,0.3_noise_2,400,10,10,0.9679184398894053,0.968356767705147,0.9568661491191455,0.033349373302626606
0,0.3_noise_2,400,10,30,0.9679184398894053,0.968356767705147,0.9634111683501445,0.013781879460433586
0,0.3_noise_2,400,10,60,0.9679184398894053,0.968356767705147,0.963674262010343,0.013003039840201666
0,0.3_noise_2,400,10,100,0.9679184398894053,0.968356767705147,0.9647799423864931,0.009835949396421509
0,0.3_noise_2,400,30,1,0.9679184398894053,0.968356767705147,0.9545389628971079,0.040014068355867294
0,0.3_noise_2,400,30,10,0.9679184398894053,0.968356767705147,0.9568661491191455,0.033349373302626606
0,0.3_noise_2,400,30,30,0.9679184398894053,0.968356767705147,0.9634111683501445,0.013781879460433586
0,0.3_noise_2,400,30,60,0.9679184398894053,0.968356767705147,0.963674262010343,0.013003039840201666
0,0.3_noise_2,400,30,100,0.9679184398894053,0.968356767705147,0.9647799423864931,0.009835949396421509
0,0.3_noise_2,400,60,1,0.9679184398894053,0.968356767705147,0.9545389628971079,0.040014068355867294
0,0.3_noise_2,400,60,10,0.9679184398894053,0.968356767705147,0.9568661491191455,0.033349373302626606
0,0.3_noise_2,400,60,30,0.9679184398894053,0.968356767705147,0.9634111683501445,0.013781879460433586
0,0.3_noise_2,400,60,60,0.9679184398894053,0.968356767705147,0.963674262010343,0.013003039840201666
0,0.3_noise_2,400,60,100,0.9679184398894053,0.968356767705147,0.9647799423864931,0.009835949396421509
0,0.3_noise_2,400,100,1,0.9679184398894053,0.968356767705147,0.9545389628971079,0.040014068355867294
0,0.3_noise_2,400,100,10,0.9679184398894053,0.968356767705147,0.9568661491191455,0.033349373302626606
0,0.3_noise_2,400,100,30,0.9679184398894053,0.968356767705147,0.9634111683501445,0.013781879460433586
0,0.3_noise_2,400,100,60,0.9679184398894053,0.968356767705147,0.963674262010343,0.013003039840201666
0,0.3_noise_2,400,100,100,0.9679184398894053,0.968356767705147,0.9647799423864931,0.009835949396421509
